movie_key,tmdb_id,imdb_id,title,original_title,release_date_key,original_language,runtime_minutes,status,budget_usd,primary_genre,secondary_genre,collection_name,rating_key,popularity,vote_average,vote_count,production_companies,director_popularity,cast_popularity,max_cast_popularity,date_key,date,day,month,month_name,year,week_of_year,weekday_name,rating_code,rating_description,opening_weekend_gross_usd,opening_source,opening_source_url,studios_from_dim,director_has_prior,director_prior_count,director_recent_opening,lead_actor_has_prior,lead_actor_prior_count,lead_actor_recent_opening
1224,20413,tt0845448,Dhamaal,धमाल,20070907,hi,135.0,Released,0.0,Comedy,Adventure,Dhamaal Collection,0,0.8733,6.734,124.0,Maruti International,0.6186,1.85426,3.2414,20070907,2007-09-07,7,9,September,2007,35,Friday,UNKNOWN,Unknown / not rated,166339.0,bom,https://www.boxofficemojo.com/title/tt0845448/,Maruti International,1,9,78462.0,1,99,158227.0
1225,20411,tt0783598,Until Death,Until Death,20070119,en,106.0,Released,10000000.0,Action,Thriller,,83,1.2754,5.9,235.0,"Nu Image, Millennium Media, Signature Entertainment, bellpark, Euroimage EOOD, Absolut Film Management, M7 Productions",0.3601,2.57554,9.2992,20070119,2007-01-19,19,1,January,2007,2,Friday,R,,70523.0,bom,https://www.boxofficemojo.com/title/tt0783598/,"Absolut Film Management, Euroimage EOOD, M7 Productions, Millennium Media, Nu Image, Signature Entertainment, bellpark",1,3,,1,40,308771.0
1226,20441,tt1299653,Messengers 2: The Scarecrow,Messengers 2: The Scarecrow,20090721,en,94.0,Released,0.0,Horror,,The Messengers Collection,83,0.9103,5.382,174.0,"Ghost House Pictures, Stage 6 Films, BUFO",0.563,1.50126,3.6049,20090721,2009-07-21,21,7,July,2009,29,Tuesday,R,,,,,"BUFO, Ghost House Pictures, Stage 6 Films",1,2,201178.0,1,34,3445559.0
1227,20414,tt1077026,"Grande, grosso e... Verdone","Grande, grosso e... Verdone",20080307,it,132.0,Released,0.0,Comedy,,,0,0.2522,5.885,390.0,Filmauro,1.0033,0.9156599999999999,1.4254,20080307,2008-03-07,7,3,March,2008,9,Friday,UNKNOWN,Unknown / not rated,7659058.0,bom,https://www.boxofficemojo.com/title/tt1077026/,Filmauro,1,20,2529564.0,1,39,8025468.0
1228,20432,tt1308169,The Forgotten Ones,The Forgotten Ones,20081108,en,84.0,Released,0.0,Horror,Action,,83,0.3486,5.03,116.0,"Avatar Entertainment Group, Voltage Pictures",0.9146,1.5764,2.5763,20081108,2008-11-08,8,11,November,2008,44,Saturday,R,,,,,"Avatar Entertainment Group, Voltage Pictures",0,0,,1,11,10086680.0
1229,20453,tt1187043,3 Idiots,3 Idiots,20091223,hi,171.0,Released,9000000.0,Drama,Comedy,3 Idiots Collection,80,5.8316,7.998,2646.0,"Vidhu Vinod Chopra Productions, Vinod Chopra Films",1.1061,3.25454,5.6673,20091223,2009-12-23,23,12,December,2009,51,Wednesday,PG-13,,1645502.0,bom,https://www.boxofficemojo.com/title/tt1187043/,"Vidhu Vinod Chopra Productions, Vinod Chopra Films",1,2,863073.0,1,46,217439.0
1230,20492,tt0800956,Life in a Metro,Life in a Metro,20070511,hi,132.0,Released,1100000.0,Drama,Romance,Metro Anthology Collection,37,0.4073,6.349,83.0,UTV Motion Pictures,0.7318,1.37504,2.7693,20070511,2007-05-11,11,5,May,2007,18,Friday,A,,62477.0,bom,https://www.boxofficemojo.com/title/tt0800956/,UTV Motion Pictures,1,5,2451379.0,1,17,90177.0
1231,20504,tt1037705,The Book of Eli,The Book of Eli,20100114,en,118.0,Released,80000000.0,Action,Thriller,,83,6.4436,6.792,6551.0,"Alcon Entertainment, Silver Pictures",0.9652499999999999,5.07432,9.9463,20100114,2010-01-14,14,1,January,2010,2,Thursday,R,,32789494.0,bom,https://www.boxofficemojo.com/title/tt1037705/,"Alcon Entertainment, Silver Pictures",1,6,11014818.0,1,55,23373102.0
1232,20497,tt1083845,Ballet Shoes,Ballet Shoes,20080826,en,85.0,Released,0.0,Drama,Family,,79,1.3258,6.357,270.0,"Granada Television, BBC",1.0594,2.6682200000000003,8.3309,20080826,2008-08-26,26,8,August,2008,34,Tuesday,PG,,,,,"BBC, Granada Television",1,6,12816.0,1,17,1020.0
1233,20526,tt1104001,TRON: Legacy,TRON: Legacy,20101214,en,126.0,Released,170000000.0,Adventure,Action,TRON Collection,79,6.9969,6.535,7778.0,"Walt Disney Pictures, Sean Bailey Productions",2.3761,2.28486,3.5903,20101214,2010-12-14,14,12,December,2010,50,Tuesday,PG,,44026211.0,bom,https://www.boxofficemojo.com/title/tt1104001/,"Sean Bailey Productions, Walt Disney Pictures",0,0,,1,6,4231321.0
1234,20533,tt1075747,Jonah Hex,Jonah Hex,20100618,en,81.0,Released,47000000.0,Western,Fantasy,,80,2.0725,4.959,1522.0,"Warner Bros. Pictures, Legendary Pictures, Weed Road Pictures, Mad Chance, DC",0.6291,4.06658,6.0061,20100618,2010-06-18,18,6,June,2010,24,Friday,PG-13,,5379365.0,bom,https://www.boxofficemojo.com/title/tt1075747/,"DC, Legendary Pictures, Mad Chance, Warner Bros. Pictures, Weed Road Pictures",1,1,45012998.0,1,39,12784.0
1235,20606,tt1023500,Doghouse,Doghouse,20090611,en,89.0,Released,4000000.0,Comedy,Horror,,71,1.0066,5.81,385.0,"Carnaby International, Hanover Films, Molinare Studios",1.4326,1.4664199999999998,3.1157,20090611,2009-06-11,11,6,June,2009,23,Thursday,MA 15+,,92855.0,bom,https://www.boxofficemojo.com/title/tt1023500/,"Carnaby International, Hanover Films, Molinare Studios",1,7,,1,26,62180.0
1236,20529,tt1172203,Sita Sings the Blues,Sita Sings the Blues,20080211,en,82.0,Released,290000.0,Animation,Drama,,78,0.3979,6.926,81.0,Nina Paley,0.4566,0.2907,0.411,20080211,2008-02-11,11,2,February,2008,6,Monday,NR,,12619.0,bom,https://www.boxofficemojo.com/title/tt1172203/,Nina Paley,1,4,,1,4,
1237,20626,tt1194610,Special Correspondents,Envoyés très spéciaux,20090121,fr,93.0,Released,0.0,Comedy,,,90,0.1985,5.1,102.0,"Les Films Manuel Munz, EuropaCorp, Media Programme of the European Community, M6 Films, Malec Productions",2.0608,1.39838,2.3214,20090121,2009-01-21,21,1,January,2009,3,Wednesday,TP,,1795248.0,bom,https://www.boxofficemojo.com/title/tt1194610/,"EuropaCorp, Les Films Manuel Munz, M6 Films, Malec Productions, Media Programme of the European Community",1,5,39242.0,1,46,10788079.0
1238,20618,tt1319733,Road Trip: Beer Pong,Road Trip: Beer Pong,20090811,en,96.0,Released,0.0,Comedy,,Road Trip Collection,83,1.4783,5.359,227.0,Paramount Famous Productions,0.4608,0.8583400000000001,1.0395,20090811,2009-08-11,11,8,August,2009,32,Tuesday,R,,,,,Paramount Famous Productions,1,13,1911007.0,1,1,20543.0
1239,20688,tt1274295,Kaminey,कमीने,20090814,hi,135.0,Released,9000000.0,Action,Crime,,37,0.4389,6.7,103.0,"UTV Motion Pictures, Vishal Bhardwaj Pictures",1.34,2.48082,7.174,20090814,2009-08-14,14,8,August,2009,32,Friday,A,,726834.0,bom,https://www.boxofficemojo.com/title/tt1274295/,"UTV Motion Pictures, Vishal Bhardwaj Pictures",1,5,228230.0,1,14,282122.0
1240,20662,tt0955308,Robin Hood,Robin Hood,20100512,en,140.0,Released,200000000.0,Action,Adventure,,80,5.6985,6.394,4927.0,"Imagine Entertainment, Relativity Media, Scott Free Productions",3.2341,2.69996,4.4365,20100512,2010-05-12,12,5,May,2010,19,Wednesday,PG-13,,36063385.0,bom,https://www.boxofficemojo.com/title/tt0955308/,"Imagine Entertainment, Relativity Media, Scott Free Productions",1,29,12884416.0,1,48,14071280.0
1241,20714,tt0488478,12,12,20070606,ru,159.0,Released,4000000.0,Crime,Drama,,80,1.3492,6.593,412.0,"Studio Trite, Federal Agency for Culture and Cinematograph, Mosfilm, Metro-Goldwyn-Mayer",1.3669,1.28836,2.57,20070606,2007-06-06,6,6,June,2007,22,Wednesday,PG-13,,12042.0,bom,https://www.boxofficemojo.com/title/tt0488478/,"Federal Agency for Culture and Cinematograph, Metro-Goldwyn-Mayer, Mosfilm, Studio Trite",1,23,60074.0,1,52,62841.0
1242,20720,tt1082588,Gabriel Iglesias: Hot and Fluffy,Gabriel Iglesias: Hot and Fluffy,20070804,en,60.0,Released,0.0,Comedy,TV Movie,,78,0.5145,7.489,91.0,Levity Productions,0.6792,0.8955,0.8955,20070804,2007-08-04,4,8,August,2007,30,Saturday,NR,,,,,Levity Productions,1,7,,0,0,
1243,20764,tt0804529,Sleep Dealer,Sleep Dealer,20081210,en,90.0,Released,2500000.0,Drama,Science Fiction,,8,0.7931,5.884,129.0,"Likely Story, Starlight Film Finance, This is that",0.0975,1.13968,1.8273,20081210,2008-12-10,10,12,December,2008,49,Wednesday,12,,35050.0,bom,https://www.boxofficemojo.com/title/tt0804529/,"Likely Story, Starlight Film Finance, This is that",1,2,,1,22,100164.0
1244,20782,tt1298716,Road of No Return,Road of No Return,20091110,en,94.0,Released,0.0,Action,Drama,,83,0.3285,5.923,97.0,"First Pictures, Frames in Motion, Zero Compression",0.3561,2.0224,6.1029,20091110,2009-11-10,10,11,November,2009,45,Tuesday,R,,,,,"First Pictures, Frames in Motion, Zero Compression",0,0,,1,149,387263.0
1245,20766,tt0898367,The Road,The Road,20091125,en,111.0,Released,32000000.0,Adventure,Drama,,83,6.2257,7.012,4175.0,"Dimension Films, 2929 Productions, Nick Wechsler Productions, Chockstone Pictures",0.948,5.202920000000001,12.768,20091125,2009-11-25,25,11,November,2009,47,Wednesday,R,,1502231.0,bom,https://www.boxofficemojo.com/title/tt0898367/,"2929 Productions, Chockstone Pictures, Dimension Films, Nick Wechsler Productions",1,6,32681.0,1,56,9508.0
1246,20777,tt1119191,The Killing Room,The Killing Room,20090116,en,93.0,Released,0.0,Thriller,Drama,,83,0.7002,5.712,274.0,Management 360,0.3494,2.3559799999999997,2.8938,20090116,2009-01-16,16,1,January,2009,2,Friday,R,,184558.0,bom,https://www.boxofficemojo.com/title/tt1119191/,Management 360,1,4,19150000.0,1,16,132589.0
1247,20789,tt0357668,The Flyboys,The Flyboys,20080815,en,104.0,Released,0.0,Adventure,Action,,80,2.2803,7.541,171.0,"Dark Coast Pictures, Voltage Pictures",0.5014,1.1311399999999998,2.0619,20080815,2008-08-15,15,8,August,2008,32,Friday,PG-13,,6845.0,bom,https://www.boxofficemojo.com/title/tt0357668/,"Dark Coast Pictures, Voltage Pictures",1,4,,1,15,27354808.0
1248,20825,tt0762105,I Hate Valentine's Day,I Hate Valentine's Day,20090627,en,98.0,Released,3000000.0,Comedy,Romance,,80,0.5266,5.352,273.0,"I Hate Vday Productions, ICB Entertainment Finance, My Bench Productions",0.7117,1.5550000000000002,2.0808,20090627,2009-06-27,27,6,June,2009,25,Saturday,PG-13,,5009.0,bom,https://www.boxofficemojo.com/title/tt0762105/,"I Hate Vday Productions, ICB Entertainment Finance, My Bench Productions",0,0,,1,8,3223161.0
1249,20829,tt1201167,Funny People,Funny People,20090730,en,146.0,Released,75000000.0,Comedy,Drama,,83,2.4525,5.887,1380.0,"Universal Pictures, Columbia Pictures, Relativity Media, Apatow Productions, Madison 23 Productions",1.6156,4.13764,5.4589,20090730,2009-07-30,30,7,July,2009,30,Thursday,R,,22657780.0,bom,https://www.boxofficemojo.com/title/tt1201167/,"Apatow Productions, Columbia Pictures, Madison 23 Productions, Relativity Media, Universal Pictures",1,4,30690990.0,1,59,27450296.0
1250,20856,tt0775552,Aliens in the Attic,Aliens in the Attic,20090730,en,86.0,Released,45000000.0,Adventure,Comedy,,79,1.8734,5.702,1041.0,"Regency Enterprises, Josephson Entertainment, Dune Entertainment",1.5554,2.02214,4.6697,20090730,2009-07-30,30,7,July,2009,30,Thursday,PG,,8008423.0,bom,https://www.boxofficemojo.com/title/tt0775552/,"Dune Entertainment, Josephson Entertainment, Regency Enterprises",1,6,5538835.0,1,4,621000.0
1251,20963,tt1198196,Elections Day,День выборов,20071018,ru,122.0,Released,0.0,Comedy,,Kvartet I Collection,24,0.5139,7.111,123.0,Central Partnership,1.4086,0.60056,1.0908,20071018,2007-10-18,18,10,October,2007,41,Thursday,16+,,2725290.0,bom,https://www.boxofficemojo.com/title/tt1198196/,Central Partnership,1,5,,1,6,
1252,20982,tt0988982,Naruto Shippuden the Movie,劇場版 NARUTO -ナルト- 疾風伝,20070804,ja,94.0,Released,0.0,Animation,Action,Naruto Collection,80,6.922,7.408,1051.0,"Pierrot, TV Tokyo, Aniplex, dentsu",0.5067,1.2877200000000002,2.5435,20070804,2007-08-04,4,8,August,2007,30,Saturday,PG-13,,,,,"Aniplex, Pierrot, TV Tokyo, dentsu",1,7,,1,20,10018849.0
1253,20943,tt1142988,The Ugly Truth,The Ugly Truth,20090724,en,96.0,Released,38000000.0,Comedy,Romance,,83,4.8801,6.5,3712.0,"Lakeshore Entertainment, Relativity Media",1.567,3.20188,6.767,20090724,2009-07-24,24,7,July,2009,29,Friday,R,,27605576.0,bom,https://www.boxofficemojo.com/title/tt1142988/,"Lakeshore Entertainment, Relativity Media",1,5,24105943.0,1,26,23007725.0
1254,20986,tt1288461,Gurren Lagann The Movie: Childhood's End,劇場版 天元突破グレンラガン 紅蓮篇,20080906,ja,112.0,Released,0.0,Action,Comedy,Tengen Toppa Gurren Lagann Collection,18,1.9437,7.618,114.0,"GAINAX, Aniplex, Konami, KADOKAWA Shoten, TV Tokyo, dentsu",0.8966,1.87046,2.7166,20080906,2008-09-06,6,9,September,2008,35,Saturday,15,,957621.0,bom,https://www.boxofficemojo.com/title/tt1288461/,"Aniplex, GAINAX, KADOKAWA Shoten, Konami, TV Tokyo, dentsu",1,3,,1,5,3227.0
1255,21141,tt0458480,Simon Says,Simon Says,20070925,en,87.0,Released,3000000.0,Horror,Thriller,,26,0.6542,5.0,103.0,"Blue Cactus Pictures, Darkmoon Pictures",0.1758,1.4101399999999997,2.3918,20070925,2007-09-25,25,9,September,2007,38,Tuesday,18,,,,,"Blue Cactus Pictures, Darkmoon Pictures",1,21,1810586.0,1,41,18612544.0
1256,21191,tt1127715,Sin Nombre,Sin nombre,20090320,es,96.0,Released,0.0,Drama,Action,,83,3.7939,7.601,748.0,"Focus Features, Primary Productions, Canana",0.6227,1.55666,1.9657,20090320,2009-03-20,20,3,March,2009,11,Friday,R,,81446.0,bom,https://www.boxofficemojo.com/title/tt1127715/,"Canana, Focus Features, Primary Productions",1,1,,1,7,48572.0
1257,21145,tt1132594,Louise-Michel,Louise-Michel,20081112,fr,94.0,Released,0.0,Comedy,,,22,2.1934,6.125,96.0,MNP Entreprise,0.5849,1.1589199999999997,2.3141,20081112,2008-11-12,12,11,November,2008,45,Wednesday,16,,649543.0,bom,https://www.boxofficemojo.com/title/tt1132594/,MNP Entreprise,1,3,2913.0,1,50,38637.0
1258,21297,tt1324059,Wake Up Sid,Wake Up Sid,20091002,hi,138.0,Released,3000000.0,Comedy,Drama,,79,0.7386,7.2,179.0,Dharma Productions,2.2287,1.49384,4.2158,20091002,2009-10-02,2,10,October,2009,39,Friday,PG,,355532.0,bom,https://www.boxofficemojo.com/title/tt1324059/,Dharma Productions,0,0,,1,5,217439.0
1259,21345,tt1124052,City of Life and Death,南京!南京!,20090422,zh,132.0,Released,12000000.0,Drama,History,,83,1.5046,7.412,234.0,"Media Asia Films, Stellar Megamedia, Jiangsu Broadcasting, Chuan Production Film Studio, China Film Group Corporation",1.0402,0.8901199999999999,1.8121,20090422,2009-04-22,22,4,April,2009,16,Wednesday,R,,5610.0,bom,https://www.boxofficemojo.com/title/tt1124052/,"China Film Group Corporation, Chuan Production Film Studio, Jiangsu Broadcasting, Media Asia Films, Stellar Megamedia",1,2,,1,22,1167457.0
1260,21208,tt1148204,Orphan,Orphan,20090724,en,123.0,Released,20000000.0,Horror,Thriller,Orphan Collection,83,5.7275,6.991,5571.0,"Dark Castle Entertainment, Appian Way",1.5523,2.55248,4.3171,20090724,2009-07-24,24,7,July,2009,29,Friday,R,,12871483.0,bom,https://www.boxofficemojo.com/title/tt1148204/,"Appian Way, Dark Castle Entertainment",1,2,150098.0,1,27,7395.0
1261,21371,tt1095442,Goodbye Solo,Goodbye Solo,20090327,en,91.0,Released,0.0,Drama,,,83,1.9294,6.9,81.0,"Gigantic Pictures, ITVS, Lucky Hat Entertainment, Noruz Films",1.9776,0.38781999999999994,0.6323,20090327,2009-03-27,27,3,March,2009,12,Friday,R,,38042.0,bom,https://www.boxofficemojo.com/title/tt1095442/,"Gigantic Pictures, ITVS, Lucky Hat Entertainment, Noruz Films",1,5,8475.0,0,0,
1262,21398,tt1220213,Grace,Grace,20090814,en,84.0,Released,5000000.0,Horror,Thriller,,83,0.9119,5.451,174.0,"ArieScope Pictures, Dark Eye Entertainment, Leomax Entertainment",0.3664,0.8095399999999999,1.4767,20090814,2009-08-14,14,8,August,2009,32,Friday,R,,6174.0,bom,https://www.boxofficemojo.com/title/tt1220213/,"ArieScope Pictures, Dark Eye Entertainment, Leomax Entertainment",1,3,,1,32,8203391.0
1263,21407,tt0844479,The Collector,The Collector,20090709,en,90.0,Released,3400000.0,Horror,Thriller,The Collector Collection,83,3.0145,6.614,1614.0,"Imaginarium Entertainment Group, Fortress Features, LD Entertainment",0.9945,1.30466,2.1147,20090709,2009-07-09,9,7,July,2009,27,Thursday,R,,3576296.0,bom,https://www.boxofficemojo.com/title/tt0844479/,"Fortress Features, Imaginarium Entertainment Group, LD Entertainment",0,0,,1,5,26853816.0
1264,21469,tt1176724,Across the Hall,Across the Hall,20090827,en,93.0,Released,0.0,Thriller,Mystery,,83,0.6459,5.9,123.0,"Godfather Entertainment, Voltage Pictures",0.7255,1.8342399999999999,5.0436,20090827,2009-08-27,27,8,August,2009,34,Thursday,R,,,,,"Godfather Entertainment, Voltage Pictures",1,1,,1,12,512000.0
1265,21467,tt1181927,The Bone Man,Der Knochenmann,20090209,de,117.0,Released,0.0,Crime,Thriller,Simon Brenner Collection,22,0.1878,7.366,108.0,Dor Film,1.4178,0.5418800000000001,1.0772,20090209,2009-02-09,9,2,February,2009,6,Monday,16,,435471.0,bom,https://www.boxofficemojo.com/title/tt1181927/,Dor Film,1,17,1757706.0,1,23,417570.0
1266,21494,tt0796335,Moliere,Molière,20070131,fr,115.0,Released,0.0,Romance,Drama,,92,1.8308,6.432,199.0,"Fidélité Productions, France 2 Cinéma, France 3 Cinéma",1.3059,1.5125,3.2514,20070131,2007-01-31,31,1,January,2007,4,Wednesday,U,,32601.0,bom,https://www.boxofficemojo.com/title/tt0796335/,"Fidélité Productions, France 2 Cinéma, France 3 Cinéma",1,1,4976547.0,1,25,12231.0
1267,21474,tt1349482,Bring It On: Fight to the Finish,Bring It On: Fight to the Finish,20090730,en,102.0,Released,0.0,Comedy,,Bring It On Collection,80,0.1921,6.737,575.0,"Universal Studios Home Entertainment Family Productions, Beacon Pictures",1.5774,1.6162400000000001,2.6034,20090730,2009-07-30,30,7,July,2009,30,Thursday,PG-13,,,,,"Beacon Pictures, Universal Studios Home Entertainment Family Productions",1,4,12801465.0,1,12,15411434.0
1268,21501,tt0772176,Christmas Story,Joulutarina,20071116,fi,83.0,Released,0.0,Fantasy,Family,,31,2.0256,7.194,139.0,Snapper Films,0.7428,0.453,0.8966,20071116,2007-11-16,16,11,November,2007,45,Friday,6,,245987.0,bom,https://www.boxofficemojo.com/title/tt0772176/,Snapper Films,1,1,,1,14,2093170.0
1269,21575,tt1235166,A Prophet,Un prophète,20090826,fr,155.0,Released,13000000.0,Crime,Drama,,83,2.9156,7.57,1687.0,"Why Not Productions, Chic Films, Page 114, UGC, France 2 Cinéma, BiM Distribuzione, Celluloid Dreams",1.5545,1.0778,2.7869,20090826,2009-08-26,26,8,August,2009,34,Wednesday,R,,163773.0,bom,https://www.boxofficemojo.com/title/tt1235166/,"BiM Distribuzione, Celluloid Dreams, Chic Films, France 2 Cinéma, Page 114, UGC, Why Not Productions",1,5,65365.0,1,1,240086.0
1270,21583,tt1082853,Management,Management,20090208,en,94.0,Released,0.0,Comedy,Drama,,83,1.5064,5.357,347.0,"Echo Films, Sidney Kimmel Entertainment, Temple Hill Entertainment, Mandate International",0.7337,3.3262799999999997,5.7566,20090208,2009-02-08,8,2,February,2009,6,Sunday,R,,378000.0,bom,https://www.boxofficemojo.com/title/tt1082853/,"Echo Films, Mandate International, Sidney Kimmel Entertainment, Temple Hill Entertainment",0,0,,1,30,27785487.0
1271,21634,tt1073510,Prayers for Bobby,Prayers for Bobby,20090124,en,89.0,Released,0.0,Drama,History,,79,1.7011,8.1,618.0,"Once Upon a Time Films, Sladek Taaffe Productions, Permut Presentations",0.5555,2.03544,3.694,20090124,2009-01-24,24,1,January,2009,3,Saturday,PG,,,,,"Once Upon a Time Films, Permut Presentations, Sladek Taaffe Productions",1,28,23678580.0,1,73,10103675.0
1272,21623,tt0467167,Beneath,Beneath,20070807,en,82.0,Released,0.0,Horror,Mystery,,83,0.8568,5.375,120.0,"MTV Films, Paramount Classics, Paramount Pictures",0.4892,0.87522,1.7039,20070807,2007-08-07,7,8,August,2007,31,Tuesday,R,,,,,"MTV Films, Paramount Classics, Paramount Pictures",0,0,,1,10,66157.0
1273,21724,tt1153706,Dance Flick,Dance Flick,20090522,en,83.0,Released,25000000.0,Music,Comedy,,80,3.1551,4.964,294.0,"Paramount Pictures, MTV Films, Wayans Bros. Entertainment",0.2368,1.11572,2.2781,20090522,2009-05-22,22,5,May,2009,20,Friday,PG-13,,10643536.0,bom,https://www.boxofficemojo.com/title/tt1153706/,"MTV Films, Paramount Pictures, Wayans Bros. Entertainment",0,0,,1,3,5483778.0
1274,21641,tt1226271,The Damned United,The Damned United,20090327,en,97.0,Released,10000000.0,Drama,History,,83,1.3452,7.232,678.0,"BBC Film, Screen Yorkshire, Left Bank Pictures, Columbia Pictures, Sony Pictures Classics",1.8675,2.18632,3.1015,20090327,2009-03-27,27,3,March,2009,12,Friday,R,,32065.0,bom,https://www.boxofficemojo.com/title/tt1226271/,"BBC Film, Columbia Pictures, Left Bank Pictures, Screen Yorkshire, Sony Pictures Classics",1,3,,1,30,20828511.0
1275,21784,tt0904049,Exte: Hair Extensions,エクステ,20070217,ja,108.0,Released,0.0,Comedy,Horror,,83,1.0797,5.895,119.0,Toei Company,0.9147,1.0236,2.249,20070217,2007-02-17,17,2,February,2007,6,Saturday,R,,47453.0,bom,https://www.boxofficemojo.com/title/tt0904049/,Toei Company,1,29,13407.0,1,24,10801.0
1276,21755,tt0844286,The Brothers Bloom,The Brothers Bloom,20080909,en,114.0,Released,20000000.0,Adventure,Comedy,,80,1.1102,6.551,695.0,"Summit Entertainment, Endgame Entertainment, Ram Bergman Productions",1.167,3.76222,5.6872,20080909,2008-09-09,9,9,September,2008,36,Tuesday,PG-13,,90400.0,bom,https://www.boxofficemojo.com/title/tt0844286/,"Endgame Entertainment, Ram Bergman Productions, Summit Entertainment",1,7,83574.0,1,42,134938.0
1277,21752,tt1099227,If I Were You 2,Se Eu Fosse Você 2,20090201,pt,96.0,Released,0.0,Comedy,Fantasy,If I Were You Collection,0,0.4312,6.1,243.0,"Total Entertainment, Globo Filmes, Lereby Produções, 20th Century Fox Brazil",0.8195,1.21104,2.6323,20090201,2009-02-01,1,2,February,2009,5,Sunday,UNKNOWN,Unknown / not rated,2396515.0,bom,https://www.boxofficemojo.com/title/tt1099227/,"20th Century Fox Brazil, Globo Filmes, Lereby Produções, Total Entertainment",1,17,570959.0,1,11,570959.0
1278,21788,tt0953382,Trouble at Timpetill,Les Enfants de Timpelbach,20081217,fr,133.0,Released,0.0,Fantasy,Adventure,,14,0.5225,6.104,389.0,"Chapter 2, LuxAnimation, SCOPE Pictures, Onyx Films, M6 Films",2.0322,2.46566,4.3085,20081217,2008-12-17,17,12,December,2008,50,Wednesday,14,,1125682.0,bom,https://www.boxofficemojo.com/title/tt0953382/,"Chapter 2, LuxAnimation, M6 Films, Onyx Films, SCOPE Pictures",0,0,,1,1,3854005.0
1279,21862,tt1078885,Deep in the Valley,Deep in the Valley,20090828,en,91.0,Released,0.0,Comedy,Romance,,83,0.9301,4.897,149.0,Persistent Entertainment,0.5564,2.71178,7.2601,20090828,2009-08-28,28,8,August,2009,34,Friday,R,,,,,Persistent Entertainment,0,0,,1,8,21058173.0
1280,21910,tt0902290,I Sell the Dead,I Sell the Dead,20080807,en,85.0,Released,750000.0,Comedy,Drama,,78,0.3722,5.983,200.0,Glass Eye Pix,0.5021,1.55084,3.9341,20080807,2008-08-07,7,8,August,2008,31,Thursday,NR,,3529.0,bom,https://www.boxofficemojo.com/title/tt0902290/,Glass Eye Pix,0,0,,1,20,72629713.0
1281,21861,tt1194616,LOL (Laughing Out Loud),LOL (Laughing Out Loud),20090204,fr,103.0,Released,10900000.0,Comedy,,,78,1.1908,6.525,1336.0,"Pathé, Bethsabée Mucho, M6 Films, TF1 Films Production",0.4002,1.3535800000000002,3.4488,20090204,2009-02-04,4,2,February,2009,5,Wednesday,NR,,4566561.0,bom,https://www.boxofficemojo.com/title/tt1194616/,"Bethsabée Mucho, M6 Films, Pathé, TF1 Films Production",1,2,7079753.0,1,40,3440583.0
1282,21878,tt1111918,The Line,La Linea,20090511,en,95.0,Released,7500000.0,Action,Crime,,83,1.0081,4.769,80.0,"Project One Films, Baja Films Internacional",0.4795,2.70812,4.4546,20090511,2009-05-11,11,5,May,2009,19,Monday,R,,15341.0,bom,https://www.boxofficemojo.com/title/tt1111918/,"Baja Films Internacional, Project One Films",1,2,,1,50,11017334.0
1283,21943,tt0877522,I Want You,Ho voglia di te,20070309,it,106.0,Released,0.0,Romance,Comedy,Tre metri sopra il cielo - Collezione,0,0.3706,4.845,372.0,,0.3847,1.0205000000000002,1.8929,20070309,2007-03-09,9,3,March,2007,9,Friday,UNKNOWN,Unknown / not rated,8214552.0,bom,https://www.boxofficemojo.com/title/tt0877522/,,1,3,,1,7,8025468.0
1284,21935,tt0905994,The Haunting Hour: Don't Think About It,The Haunting Hour: Don't Think About It,20070904,en,87.0,Released,3000000.0,Fantasy,Horror,,79,0.7077,6.544,149.0,"The Hatchery, Universal Studios Home Entertainment Family Productions",0.6932,0.7524,1.7439,20070904,2007-09-04,4,9,September,2007,35,Tuesday,PG,,,,,"The Hatchery, Universal Studios Home Entertainment Family Productions",1,9,181233.0,1,10,32500000.0
1285,22007,tt1015474,Train,Train,20081016,en,94.0,Released,0.0,Horror,Thriller,,83,1.1552,5.333,213.0,"Nu Image, Millennium Media",1.0826,1.4084999999999999,2.5408,20081016,2008-10-16,16,10,October,2008,41,Thursday,R,,,,,"Millennium Media, Nu Image",1,2,,1,28,337484.0
1286,21946,tt0825239,Counter Investigation,Contre-enquête,20070307,fr,85.0,Released,0.0,Thriller,,,39,0.516,6.9,333.0,Pathé Renn Productions,0.5424,0.82186,2.2981,20070307,2007-03-07,7,3,March,2007,9,Wednesday,AL,,6182.0,bom,https://www.boxofficemojo.com/title/tt0825239/,Pathé Renn Productions,0,0,,1,24,31418.0
1287,22051,tt1185836,Adam,Adam,20090707,en,99.0,Released,0.0,Drama,Romance,,80,0.8681,6.812,473.0,"Olympus Pictures, Deer Path Productions, Northwood Productions, Serenade Films, Vox3 Films",1.0227,2.5220999999999996,5.6373,20090707,2009-07-07,7,7,July,2009,27,Tuesday,PG-13,,68377.0,bom,https://www.boxofficemojo.com/title/tt1185836/,"Deer Path Productions, Northwood Productions, Olympus Pictures, Serenade Films, Vox3 Films",1,1,1432.0,1,16,15066360.0
